configuration,model,reasoning,case,arm,k,valid draws used,option 1,option 2,option 3,option 4,modal,modal share,strict majority,grant share,ground 1,ground 2,ground 3,ground 4,ground 5,modal ground,failed draws
gemini,gemini-3.6-flash,medium,C1026,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1099,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1195,en,31,31,0,2,29,0,3,0.935483871,3,0.064516129,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1292,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1316,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1387,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1423,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1460,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1621,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C0990,de-lit,31,31,8,0,23,0,3,0.7419354839,3,0.2580645161,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1026,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1099,de-lit,31,31,1,0,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1195,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1292,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1316,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1387,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1423,de-lit,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1460,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1621,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C0990,de-eng,31,31,22,0,9,0,1,0.7096774194,1,0.7096774194,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1026,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1099,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1195,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1292,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1316,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1387,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1423,de-eng,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1460,de-eng,31,31,1,0,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1621,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
